新聞分類,新聞標題,日期
體育,NBA明星周遇河村勇輝　林書豪大讚：很喜歡他的心態,2025-03-08
娛樂,佩甄尪開6診所營收破億！疼員工「年終燒9百萬」　驚人起薪曝,2025-03-08
政治,搶新北市長！傳林右昌辭秘書長拼初選　蘇巧慧曝策略,2025-03-08
國際,巴黎北站驚見二戰時期炸彈　歐洲之星等鐵路交通全面中斷,2025-03-08
社會,雲林車禍滑行50米二度撞安全島　年輕男駕駛雙腿斷,2025-03-08
社會,民眾衝車道灑大悲咒水「祈福」　駕駛驚嚇急閃,2025-03-08
健康,「1類人」維生素D不足！恐心臟衰竭　死亡率比較高,2025-03-08
國際,有片／女搭機失控！脫光衣物「機艙裸奔25分鐘」乘客看傻,2025-03-08
娛樂,影音／Melody憶大S哽咽7秒「思念留心裡」　盼S媽、小S節哀：人生無常,2025-03-08
社會,恆春某民宿「貪157萬電費」被抓包怪疫情　台電握鐵證逼吐錢,2025-03-08
娛樂,影音／佩甄情人節嗨收「名牌包」！　醫生尪送進房她驚嚇：我沒有穿衣服,2025-03-08
娛樂,影音／董至成同框小甜甜暖心打氣！　認赴陸被黑5年「無視酸民負評」,2025-03-08
娛樂,影音／詹懷雲談戀愛「慢熟又被動」　自爆沒拜過月老：我都去財神廟,2025-03-08
社會,手持毒品睡到翻！新北新莊車輛違停路中9分鐘　2毒蟲遭逮,2025-03-08
社會,汪小菲洩大S個資案開庭　遞北京醫院證明「急性咽喉炎」請假,2025-03-08
國際,尹錫悅獲釋！彈劾案宣判前法院裁定「撤銷逮捕」　韓總統府發聲了,2025-03-08
娛樂,TRASH成蕭煌奇師兄嚇壞了　戴愛玲、温嵐組CP現身春酒,2025-03-08
娛樂,籃籃低調探班！帶小吃迎韓籍學妹　禹洙漢「初嘗臭豆腐」給評價,2025-03-08
娛樂,影音／徐藝洋直播突喊「你快X進去」！　黃子韜驚慌：人家會亂想,2025-03-08
生活,台積電死守千元收平盤1005、台股大盤收黑　分析師：癥結在川普關稅戰,2025-03-08
健康,超商就能買到「防癌神物」！5大神功效　早上吃更有效,2025-03-08
生活,巨城熱情歡迎雄中畢旅團！新竹在地學生不開心了　官方急出手滅火,2025-03-08
體育,NBA／唐西奇、詹姆斯合轟63分　湖人加班勝尼克收八連勝,2025-03-08
健康,茶包沖泡恐致癌？溶出塑化劑　這款「2A致癌物」別碰,2025-03-08
政治,普發現金1萬有望？藍黨團提案「稅收超徵全民共享」付委審查,2025-03-08
娛樂,李洪基才放話「海外恢復3人體制」　FTISLAND 4月重返高雄開唱,2025-03-08
娛樂,大港開唱太狂了！閃靈樂團重磅回歸　「貓王」唐嘉鴻也參戰,2025-03-08
社會,獨／幫王大陸打人！疑說好讓「小阿俊」會別女友　她咖啡廳內緊抓手不放,2025-03-08
娛樂,《好運來》楚宣涉運毒遭通緝！告別愛子當場暴哭　鼻酸畫面曝光,2025-03-08
生活,知名保溫杯Stanley頻傳燙傷　全球召回2型號台灣民眾也可換,2025-03-08
娛樂,影音／《與神同行》畏罪軍官魅力抵台！　「秘書男神」李浚赫黑大衣現身,2025-03-08
健康,紅、白肉怎麼分？營養師曝「紅肉致癌」真相：1類人要多吃,2025-03-08
社會,縱火燒死父！台南醫學系高材生判10年　獄中提再審：我爸還活著,2025-03-08
娛樂,于美人放話「參選2026」！宣戰鍾小平：絕不讓你當選,2025-03-08
娛樂,影音／加拿大聲樂老師合體林俊傑！　「夢幻聯動」一開口全場驚豔,2025-03-08
科技,首款「摺疊iPhone」傳明年推出　分析師曝價格：恐衝破8萬,2025-03-08
娛樂,《孤獨的美食家》松重豐來台　松機簽名+握手互動20分鐘嗨翻鐵粉,2025-03-08
政治,魏哲家喊開11條產線地不夠　侯友宜出手了！曝新北已接觸台積電,2025-03-08
社會,快訊／狂按喇叭救不回　屏東砂石車「視線死角」輾斃女騎士,2025-03-08
娛樂,隋棠轉行成塔羅牌老師　為他破例「喝咖啡」：不好意思拒絕,2025-03-08
國際,大陸全國兩會 王毅：鄰近邊界的緬北電詐園區已全部清除,2025-03-08
社會,嫌婆婆「躺著很難看」！碩士媳遭回嗆火大　怒砸椅、打她巴掌,2025-03-08
政治,告周玉蔻「叛黨說」反遭酸「告你個頭」　王世堅：我不想回那種渣渣,2025-03-08
國際,澳17歲少年攜槍和彈藥假扮機場工人登機　遭英勇乘客制伏,2025-03-08
生活,吉伊卡哇官網購買教學＆集運攻略！商品補貨與新品上架時間一覽,2025-03-08
娛樂,日韓天后好孕到！石原聰美今夏生第二胎　李荷妮懷孕沖喜逃稅爭議,2025-03-08
娛樂,籃籃完美卸任！樂天女孩「新隊長出爐」　完整陣容曝光,2025-03-08
娛樂,蔡黃汝挑戰台語劇腸躁症爆發　「邊吃邊拉」超崩潰,2025-03-08
娛樂,張學友來台倒數「突認身體出狀況」　廣州3場演唱會急喊卡,2025-03-08
社會,快訊／花蓮台9線砂石車翻覆！大量土石散落　駕駛頭部撕裂傷,2025-03-08
娛樂,不是AI！吳彥祖「斜槓」教英文　84節網課價格曝光,2025-03-08
社會,新北警辦案結識少女辯「有情愫」　親嘴3次換休職10月,2025-03-08
娛樂,連周董都說讚！麋先生首合作五月天阿信　他笑喊：最熟悉的陌生人,2025-03-08
生活,勞退怎麼查？勞退新制分紅領多少？2025勞退帳戶分紅查詢教學,2025-03-08
社會,黑幫囤2千萬軍火遭破獲！39支長短槍、300發子彈全曝光,2025-03-08
娛樂,樂天「韓援三本柱」亮相！河智媛「大啖5美食」口味佳　現場秀台語,2025-03-08
生活,台積電千元保衛戰　四年換免死金牌市場買帳？陸行之：月底見分曉,2025-03-08
社會,水電工看上美髮師想硬上　辯：要跟妳尪「比大小」下場慘了,2025-03-08
社會,有片／小貨車熄火卡平交道20秒！折斷柵欄肇逃　男駕駛吞3罰單,2025-03-08
國際,中國兩會外長記者會再提一中　王毅批日：借台灣生事就是給日本找事,2025-03-08
社會,男打球「心肌梗塞」倒地沒呼吸　休假消防員緊急CPR搶命,2025-03-08
娛樂,摯友嚇壞！71歲陳盈潔死訊瘋傳　許常德急找看護查真相,2025-03-08
生活,買太多高麗菜！婆媽揭「1保存神招」　實測驚人：擺2個月甜又脆,2025-03-08
娛樂,馬力歐升格二寶爸！雙魚兒報到　緊握老婆溫馨感人,2025-03-08
體育,又被漏掉？經典賽宣傳海報「沒台灣球員」　球迷全認同：非常合理,2025-03-08
娛樂,法律戰開打！NewJeans全員親自上法院　ADOR開轟：不斷違約,2025-03-08
政治,批賴清德推魏哲家幫自己解套　朱立倫揭1大挑戰：護國神山恐少一半,2025-03-08
社會,抓到了！台2軍人是「中共間諜」　全都送入獄,2025-03-08
國際,WBC資格賽／巴西力克德國奪最後門票　2026參賽隊伍全出爐,2025-03-08
社會,尋獲大嫂頭顱仍拒認罪　碎屍魔收押滿月首提訊「胃口好爽嗑肉便當」,2025-03-08
社會,沒注意限高！北市貨櫃車撞國道卡橋下　駕駛竟還想倒車離開,2025-03-08
生活,天氣濕冷「風濕關節」痛到乏力！5湯藥有效舒緩　食譜曝光,2025-03-08
娛樂,陳盈潔腎衰竭保外就醫「突冒烏龍死訊」　親友揭真實現況,2025-03-08
生活,「拒絕安逸」3生肖！逆境中潛力爆表　TOP1越挫越勇注定不凡,2025-03-08
生活,熬夜飲食不正常！年輕男心臟衰竭　醫示警：隨時可能猝死,2025-03-08
社會,民進黨揭559名亡者「幽靈連署」罷免案　怒告罷免案領銜人,2025-03-08
健康,咖啡喝1杯就好！醫警「5種人」易胃痛纏身　這類食物要少吃,2025-03-08
生活,星巴克買一送一　今天還有「全品項85折」滿額再領優惠券,2025-03-08
生活,好市多「1人氣水餃」特價！1顆竟不到2元　會員狂推：CP值破表,2025-03-08
娛樂,向顧客致歉！《黑白大廚》安成宰罵員工　還原「暫停出菜」實情,2025-03-08
政治,台灣沒產業了？憂台積電出走1狀況　吳子嘉嚇壞：1歲孫子怎麼辦,2025-03-08
國際,川普設「戰略比特幣儲備」不花納稅人錢、全靠沒收來的　比特幣卻跌了,2025-03-08
娛樂,已婚男星爆昔喝醉「睡他房間」公主抱回房！　陳美鳳回應了,2025-03-08
生活,全聯進駐超狂「機台」震驚網！婆媽：會擠爆！要晚1小時回家了,2025-03-08
體育,NBA／柯瑞狂砍40分力挽狂瀾　勇士克服20分落後逆轉籃網,2025-03-08
社會,竹縣南清公路38.5K坍方！泰平部落道路中斷　拚中午前搶通,2025-03-08
社會,台中火力發電廠室外模板狂燒！承攬商出包　台電認：切割鋼筋不慎,2025-03-08
生活,中台灣春遊趣　賞櫻泡湯走獵人步道體驗原民文化,2025-03-08
政治,突宣布立法院有2喜事！　韓國瑜笑：等一下我們不要吵架,2025-03-08
娛樂,許志豪是幕後推手！《紅人榜》翁鈺鈞創驚人紀錄　暖心真相曝,2025-03-08
生活,週末優惠來了！超商限時「霜淇淋買1送1、咖啡買2送2」,2025-03-08
國際,川普批北約錢出太少　突提不滿「美日安保條約」嗆日本為何沒保護美國,2025-03-08
社會,高雄輕軌「半路停駛9分鐘」乘客一頭霧水　竟是駕駛睡著了,2025-03-08
政治,中共空飄氣球「穿越台灣」！11機艦擾台　4架次共機跨中線,2025-03-08
國際,陸網球一姐鄭欽文挨轟「巡迴賽最強戲精」,2025-03-08
生活,1神洗衣機「用20年沒壞過」　一票人＋1笑：千萬別說這種話,2025-03-08
社會,車子根本沒騎去宜蘭　花蓮民眾因警T、Y分不清收烏龍罰單,2025-03-08
社會,【王大陸涉刑案】王大陸3萬6紅包疑成「找車費」　打手沒拿到謝金,2025-03-08
社會,等紅燈遭比特犬「跳窗狂咬不放」　飼主拉不開害騎士腳傷,2025-03-08
政治,台積電加碼3.3兆投資美國　顧立雄：是「壯大台灣」而非削弱,2025-03-08
生活,求職季！「不滿薪資」92.8%想出國工作、最愛「台積電」蟬連榜首,2025-03-08
娛樂,劉青雲5度奪影帝！談善言首獲影后殊榮：沒有想過得獎,2025-03-08
體育,2026世界棒球經典賽》賽程時間、分組名單、門票資訊不斷更新,2025-03-08
社會,直播妹腰酸背痛　神棍誆騙她是九天玄女轉世被「嬰靈纏身」,2025-03-08
生活,36週孕媽胸悶劇痛！長庚研究揪「1高死亡疾病」懷孕風險增3倍,2025-03-08
生活,政府發錢！年輕人「最高1.3萬現金入帳」　申請資格一次看,2025-03-08
新奇,月經連續「噴血100多天」！一天20片衛生棉　竟罹子宮腺肌症,2025-03-08
社會,老翁身體不適倒地 仍掛心歸還YouBike 所長幫忙騎回租借站,2025-03-08
政治,國民黨不買帳台積電赴美投資　郭國文抓2藍委：邊唱衰邊買股票,2025-03-08
國際,川普AI首座站點！外媒曝搭「輝達超級晶片」6.4萬顆,2025-03-08
娛樂,韓劇推薦2025必看片單：Netflix和Disney+好看韓劇別錯過,2025-03-08
娛樂,Netflix電影推薦》這16部必看電影片單(2025最新),2025-03-08
娛樂,Netflix影集推薦》這16部必看影集片單快收（2025最新）,2025-03-08
生活,亞洲銀行家協會9月舉行年會　今年聚焦科技驅動永續,2025-03-08
社會,轉載女人大律師圖卡諷錯字賣葉黃素　陳沂侵害著作權被起訴,2025-03-08
娛樂,陳喬恩不忍了！愛吃雞佛遭陸網嫌棄　愛台灣美食：去看看世界吧,2025-03-08
國際,美恐退出北約？再批成員國軍費太少　川普：不付錢就不協防,2025-03-08
生活,「上班族1行為」比失眠可怕！　研究曝：嚴重疼痛飆4.35倍,2025-03-08
社會,有片／苗栗飼料車右轉！直行機車慘捲車底　無照騎士左腿斷了,2025-03-08
娛樂,視帝合影嬌妻「像父女」！無敵寵粉出鏡超閃　十指緊扣甜曬照,2025-03-08
國際,台日韓聯手！SBI控股籌「蓋晶片廠」　找聯電、海力士合作,2025-03-08
國際,24萬迪奧包掉色 消費者怒控：用不到1個月,2025-03-08
娛樂,警洩個資給王大陸友辯「誤傳」　陳沂酸：八點檔都不敢這樣演,2025-03-08
國際,川普關稅措施踩煞車　4/2前「暫停加、墨部分商品課稅」,2025-03-08
政治,李孟諺婚外情回鍋政院做有給職顧問！　卓榮泰給原因：直接對我負責,2025-03-08
國際,馬斯克SpaceX試飛第8次又失敗　空中爆炸解體、佛州四機場停飛,2025-03-08
生活,全聯買一送一又來了！飲料下殺13元　限時優惠一次看,2025-03-08
娛樂,梁朝偉「斷崖式衰老」？0濾鏡照流出　滄桑老態曝光,2025-03-08
國際,台積電加碼投資美國千億　《晶片戰爭》作者：新廠若可避關稅就值得,2025-03-08
娛樂,台大畢業歌〈上台大便〉掀戰　大咖音樂人喊話原創：信守承諾,2025-03-08
社會,快訊／四海幫堂主小阿俊移送新北檢　坦承無償幫王大陸教訓司機,2025-03-08
政治,賴清德喊台積電赴美投資沒壓力　卓榮泰：台灣是最重要生產基地,2025-03-08
國際,川普轉彎！暫緩墨西哥部分商品關稅　汽車、農產品成談判重點,2025-03-08
社會,台灣大廠爆內線交易！檢調衝14路搜索　前董座「500萬交保」,2025-03-08
生活,總統牌生效！今台積電開千元大關至1005、未受ADR跌勢影響　大盤開低走高,2025-03-08
國際,台積電ADR跌4.5%！台指夜盤「下殺343點」　美股全面下挫,2025-03-08
政治,台積電加碼美國「不影響台灣」？郭正亮：4年將損失5兆↑,2025-03-08
國際,陸年輕人街頭集體「要飯」 驚動官方調查,2025-03-08
生活,最愛熬夜星座排行！方大同「這星座」想太多難入睡　冠軍嗨到天亮,2025-03-08
娛樂,黃子佼樂享天倫挨轟！律師曝「燦笑正常」原因：孩子不該扛,2025-03-08
國際,歐洲掀強化國防呼聲！義土軍火商合作　研發「制霸空戰」無人機,2025-03-08
娛樂,前資生堂千金當5寶媽！產後妊娠紋竟遭酸噁心　突宣布動手術,2025-03-08
科技,中國AI黑馬「Manus」降世！分析股票、找房全都會　恐比DeepSeek更猛,2025-03-08
國際,川普擬撤銷「在美烏克蘭難民」合法身份　官員：包含古巴、海地等移民,2025-03-08
政治,魏哲家「實問實答」親解對美投資疑慮　官員捏冷汗：魏董講太多,2025-03-08
社會,高雄女租霸「欠百萬租金」還放黑函攻擊房東　律師教3招防範,2025-03-08
娛樂,大S 4.6億豪宅「月繳百萬房貸」！爆具俊曄一肩扛　友怒發聲,2025-03-08
社會,精舍命案王薀哽咽「為台灣做點事」求交保　法官：講完了嗎,2025-03-08
科技,中國殺手級AI殺出！全球首例AI Agent　創始人肖弘「驚人背景」起底,2025-03-08
國際,小米雷軍「兩會」出新招 網：開會.營銷兩不誤,2025-03-08
政治,最丟臉不是32：0！她曝國民黨「大罷免真正危機」：信譽掃地,2025-03-08
國際,教宗「支氣管炎惡化」罹肺炎！病況好轉了　新報告明曝光,2025-03-08
生活,天氣／再忍耐一天！週末天氣回暖　「這天」雨增再轉涼,2025-03-08
國際,中國留學生「迷姦60女」！變態行徑如李宗瑞翻版　官二代背景曝,2025-03-08
生活,馬偕遭駭千萬筆個資外洩「傳詐團買下」　醫示警：3類病患要當心,2025-03-08
政治,台積電千億投美！「根留台灣」藍白仍質疑　黃暐瀚：不然要怎樣？,2025-03-08
生活,天氣／暴雨還沒停！突變天「全台下雨」　2地雨最猛,2025-03-08
國際,快訊／關稅戰恐推升物價！川普宣布：美國暫緩對加墨商品課稅,2025-03-08
娛樂,52歲陳孝萱近況曝！久違現身大銀幕　「撞見恐怖畫面」崩潰尖叫,2025-03-08
娛樂,不只曹雅雯被騷擾！龍千玉師妹遭歌迷找上家門　嚇壞發聲了,2025-03-08
生活,一生特別幸運！4星座「福氣常伴」射手愛冒險吸好運　他散發自信,2025-03-08
生活,小心腦中風找上門！知名主持人傳「腦缺血」　醫曝5種人要當心,2025-03-08
生活,鞋髒了怎清？過期卸妝水先別丟　「3美妝品」輕鬆去黃去漬,2025-03-08
